"Estimate"	"Std..Error"	"df"	"t.value"	"Pr...t.."
"projectscipy:typeissue_post:author_groupnonmember"	0.077930686732565	0.00940043338886752	262603.5868425	8.29011637110844	0.000000000000000113662284754696
"projectsphinx-gallery:typeissue_post:author_groupnonmember"	0.0496472396984809	0.0377051949180574	502997.44807513	1.31672147051292	0.187932603942006
"projectmatplotlib:typepr_post:author_groupnonmember"	0.0886614995509339	0.0095499789107306	263814.360271538	9.28394715629283	0.0000000000000000000164493996653277
"projectmayavi:typepr_post:author_groupnonmember"	0.0207382331177194	0.0413185827071289	346570.283345247	0.501910563213517	0.615730753355082
"projectnumpy:typepr_post:author_groupnonmember"	0.0682793835801791	0.0101396934940031	305355.07304421	6.73387056724755	0.0000000000165498648489745
"projectpandas:typepr_post:author_groupnonmember"	0.0946003301195599	0.00732403900593052	189563.895367854	12.9164153881429	0.0000000000000000000000000000000000000377449869626572
"projectscikit-image:typepr_post:author_groupnonmember"	0.246674162403972	0.0153623913776715	331117.08864404	16.0570158863744	0.000000000000000000000000000000000000000000000000000000000537000798172715
"projectscikit-learn:typepr_post:author_groupnonmember"	0.105390054890562	0.00753058830257927	201287.863935714	13.9949298323034	0.0000000000000000000000000000000000000000000175642914793761
"projectscipy:typepr_post:author_groupnonmember"	0.110945955476397	0.0102517981212804	307520.552712128	10.8220971739678	0.00000000000000000000000000273599946010529
"projectsphinx-gallery:typepr_post:author_groupnonmember"	0.193781322390631	0.0478044727090087	506196.626060474	4.05362325760186	0.0000504379365553022
"projectmatplotlib:typeissue_reply:author_groupnonmember"	0.17680105804043	0.00515924003948597	69017.2166273428	34.2688180211218	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000322314594115358
"projectmayavi:typeissue_reply:author_groupnonmember"	0.133499132632598	0.0157500602072606	104603.801424138	8.47610300378769	0.0000000000000000235832117870059
"projectnumpy:typeissue_reply:author_groupnonmember"	0.164675456436812	0.00543715119621034	84061.9141329445	30.2870842641987	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000204526658682383
"projectpandas:typeissue_reply:author_groupnonmember"	0.205594225214956	0.00387519529890544	45364.7206202092	53.0539003474293	0
"projectscikit-image:typeissue_reply:author_groupnonmember"	0.217015240666895	0.0101769470063852	129645.959202344	21.3241987533919	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100954974736093
"projectscikit-learn:typeissue_reply:author_groupnonmember"	0.204455524234899	0.00457520772700713	55075.651182236	44.6877030365228	0
"projectscipy:typeissue_reply:author_groupnonmember"	0.211554516031241	0.0062371930465554	112990.197405559	33.9182248252002	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000661278001467699
"projectsphinx-gallery:typeissue_reply:author_groupnonmember"	0.212323484287239	0.0226764274834108	392612.372516006	9.36318052932132	0.0000000000000000000077759990407008
"projectmatplotlib:typepr_reply:author_groupnonmember"	0.199022534352578	0.0064684145737902	86974.722950768	30.768364037613	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000901282468478269
"projectmayavi:typepr_reply:author_groupnonmember"	0.16980181570824	0.0314974803976316	193377.683267043	5.39096504115954	0.0000000701620669826302
"projectnumpy:typepr_reply:author_groupnonmember"	0.209529138657124	0.00649964955655856	109159.651536948	32.2369901382908	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000062823258161191
"projectpandas:typepr_reply:author_groupnonmember"	0.176204247664699	0.00501026845652153	53930.3720242796	35.1686240355735	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000659342947746524
"projectscikit-image:typepr_reply:author_groupnonmember"	0.244771847591189	0.00841539761565244	110963.187235449	29.0861892414827	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000268044953935957
"projectscikit-learn:typepr_reply:author_groupnonmember"	0.230345438701688	0.00464843244712756	42679.7291520513	49.5533583249181	0
"projectscipy:typepr_reply:author_groupnonmember"	0.252556480685225	0.00628715759754042	107344.118008062	40.1702163126986	0
"projectsphinx-gallery:typepr_reply:author_groupnonmember"	0.211521162102986	0.0218347616862363	476674.99265167	9.68735840319796	0.00000000000000000000034285342875783
