"Estimate"	"Std..Error"	"df"	"t.value"	"Pr...t.."
"projectmayavi:typepr_reply:author_groupnonmember:year2012"	0.248846659710748	0.0780794652452796	503426.976793234	3.18709482613666	0.001437184251816
"projectnumpy:typepr_reply:author_groupnonmember:year2012"	0.225990948966319	0.0229023391885739	425002.956795495	9.86759243697983	0.0000000000000000000000578570801803404
"projectpandas:typepr_reply:author_groupnonmember:year2012"	0.267107424836942	0.0409663617012525	452605.535369333	6.52016468498776	0.0000000000703036491555468
"projectscikit-image:typepr_reply:author_groupnonmember:year2012"	0.211241233105373	0.0319923473433755	272461.471525379	6.60286758074078	0.0000000000404015640488115
"projectscikit-learn:typepr_reply:author_groupnonmember:year2012"	0.257167267960924	0.0188147727159133	122892.694088292	13.6683696286916	0.00000000000000000000000000000000000000000168529492867923
"projectscipy:typepr_reply:author_groupnonmember:year2012"	0.281436316214329	0.0233680242649046	329603.922077207	12.0436504611562	0.00000000000000000000000000000000212891899969305
"projectmatplotlib:typeissue_post:author_groupmember:year2013"	-0.0599615235687093	0.0384927968715734	502785.309571459	-1.55773361360994	0.119297038211476
"projectmayavi:typeissue_post:author_groupmember:year2013"	0.053286287417221	0.295316768434158	498848.184962457	0.180437730304845	0.856809009191996
"projectnumpy:typeissue_post:author_groupmember:year2013"	0.0437957575914767	0.0295611885407041	502027.449099974	1.48152898288147	0.138466295188951
"projectpandas:typeissue_post:author_groupmember:year2013"	0.0780868598477662	0.0129074916310367	456878.198499072	6.04973158843678	0.00000000145199486848148
"projectscikit-image:typeissue_post:author_groupmember:year2013"	-0.0222432716687797	0.049503708360306	500711.491789953	-0.449325361786738	0.653197159399717
"projectscikit-learn:typeissue_post:author_groupmember:year2013"	0.0521201019251701	0.0259323167293076	506582.968421965	2.00985135532708	0.0444474527255887
"projectscipy:typeissue_post:author_groupmember:year2013"	-0.00431381847062939	0.0395130154708715	497937.639251849	-0.10917462054521	0.913064033829397
"projectmatplotlib:typepr_post:author_groupmember:year2013"	0.0667342183491339	0.0206264999847596	505776.548283783	3.23536316866371	0.00121495903083555
"projectmayavi:typepr_post:author_groupmember:year2013"	-0.204063803538781	0.413525881212522	494471.01564531	-0.493472870284284	0.621678723776591
"projectnumpy:typepr_post:author_groupmember:year2013"	0.0452822146523088	0.0183567878572702	507118.171617638	2.46678313245173	0.0136336179470202
"projectpandas:typepr_post:author_groupmember:year2013"	0.0546318591528282	0.0134498778162113	473067.33002146	4.06188516352019	0.0000486858575381158
"projectscikit-image:typepr_post:author_groupmember:year2013"	0.0816766500370707	0.0283778737691113	507694.99966956	2.87818075101785	0.00399992576801911
"projectscikit-learn:typepr_post:author_groupmember:year2013"	0.151039831611387	0.0207417078534998	507225.854299922	7.28193804860201	0.000000000000329531594773446
"projectscipy:typepr_post:author_groupmember:year2013"	0.065912855094228	0.0214726224965622	507622.437683053	3.0696229631374	0.00214340463164861
"projectmatplotlib:typeissue_reply:author_groupmember:year2013"	0.142914095393479	0.0126750568679482	433573.852878375	11.2752232106248	0.0000000000000000000000000000175590765833302
