"Estimate"	"Std..Error"	"df"	"t.value"	"Pr...t.."
"projectscikit-learn:typeissue_reply:author_groupnonmember:year2010"	0.160055832125495	0.0947051661239595	488974.810103963	1.6900433067822	0.0910203071967266
"projectnumpy:typepr_reply:author_groupnonmember:year2010"	0.115983016963353	0.0289347423790859	492273.478339999	4.00843440884359	0.000061131600957691
"projectscikit-learn:typepr_reply:author_groupnonmember:year2010"	0.101048515453033	0.0206285344480454	504955.991525303	4.89848252223305	0.000000966094210182293
"projectmatplotlib:typeissue_post:author_groupmember:year2011"	0.202852618017004	0.0226967038457318	506789.923468322	8.9375364544465	0.000000000000000000399228140264647
"projectpandas:typeissue_post:author_groupmember:year2011"	0.0339149765224716	0.0125061664853452	505088.910463682	2.71186031004892	0.00669090452760972
"projectscikit-image:typeissue_post:author_groupmember:year2011"	0.0485659474825481	0.0944584516010866	488748.971097545	0.514151424878846	0.607146358478785
"projectscikit-learn:typeissue_post:author_groupmember:year2011"	0.0389299021831156	0.0213449151899196	495094.442178681	1.82384899807429	0.0681755065029105
"projectmatplotlib:typepr_post:author_groupmember:year2011"	0.0903406815939687	0.0158719032772725	500316.756057684	5.69186190312353	0.0000000125731411256579
"projectnumpy:typepr_post:author_groupmember:year2011"	0.0556245230139175	0.0266252759117564	494660.39183494	2.08916231321969	0.0366936243357547
"projectpandas:typepr_post:author_groupmember:year2011"	0.100038429375994	0.0429173029468485	491564.354639113	2.3309579704924	0.0197559781961067
"projectscikit-image:typepr_post:author_groupmember:year2011"	0.0510928987581393	0.0316383455195013	495504.68663336	1.61490425365784	0.106332067664797
"projectscikit-learn:typepr_post:author_groupmember:year2011"	0.061662813371565	0.0161880317695887	498985.461901567	3.80916063479728	0.000139456040807672
"projectscipy:typepr_post:author_groupmember:year2011"	0.0502890577169741	0.0380805720722512	490373.758260211	1.32059617228332	0.186636666139114
"projectmatplotlib:typeissue_reply:author_groupmember:year2011"	0.106474224975848	0.0128482874108339	504338.395191352	8.28703636299941	0.000000000000000116384748420912
"projectpandas:typeissue_reply:author_groupmember:year2011"	0.0914013939918187	0.0107851438592933	507419.422041154	8.47474963563518	0.0000000000000000236201680035533
"projectscikit-image:typeissue_reply:author_groupmember:year2011"	0.0623506005283189	0.0307211890833367	491791.042070954	2.02956338568738	0.042401477173664
"projectscikit-learn:typeissue_reply:author_groupmember:year2011"	0.10843312989582	0.00874604376826904	507277.811360217	12.3979633270553	0.0000000000000000000000000000000000271229904408268
"projectmatplotlib:typepr_reply:author_groupmember:year2011"	0.136163958258764	0.0106001459327005	507479.581631327	12.8454795927582	0.0000000000000000000000000000000000000924310730859004
"projectnumpy:typepr_reply:author_groupmember:year2011"	0.0893312962833245	0.0105515831518328	507209.222231378	8.46615100292391	0.0000000000000000254296160199902
"projectpandas:typepr_reply:author_groupmember:year2011"	0.30252592175183	0.0202822080020932	496577.613415106	14.9158277895882	0.0000000000000000000000000000000000000000000000000266651250328897
"projectscikit-image:typepr_reply:author_groupmember:year2011"	0.205547780786339	0.019290901454984	498669.354101926	10.6551672178717	0.0000000000000000000000000166035968242832
"projectscikit-learn:typepr_reply:author_groupmember:year2011"	0.135481958487811	0.0051497432180635	419929.984320617	26.3084881616209	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000204060196951185
"projectscipy:typepr_reply:author_groupmember:year2011"	0.153059301762	0.0126837997479784	502501.506831915	12.0673067064462	0.00000000000000000000000000000000158884974678618
"projectmatplotlib:typeissue_post:author_groupnonmember:year2011"	0.0770918225016107	0.0246380751883734	408522.327341368	3.12897098950286	0.00175431961675372
"projectmayavi:typeissue_post:author_groupnonmember:year2011"	0.165198468956077	0.0516295550798389	391094.031351548	3.19968802172742	0.00137587389736666
"projectpandas:typeissue_post:author_groupnonmember:year2011"	0.117368277506292	0.0210493791090452	429738.12342599	5.57585460826525	0.0000000246464933586295
"projectscikit-image:typeissue_post:author_groupnonmember:year2011"	0.181667188269341	0.0863098101128244	488969.1059203	2.10482664753711	0.0353069095528822
"projectscikit-learn:typeissue_post:author_groupnonmember:year2011"	0.126629778275123	0.0267104893163571	425014.138762074	4.740825852171	0.00000212917617194746
"projectmatplotlib:typepr_post:author_groupnonmember:year2011"	0.0824627614292218	0.0199551499362429	507678.808935154	4.13240500285351	0.0000359044625822529
"projectmayavi:typepr_post:author_groupnonmember:year2011"	0.10540176432876	0.127862338471526	480158.573808481	0.824337843251884	0.409748031152306
"projectnumpy:typepr_post:author_groupnonmember:year2011"	0.0683186370079394	0.0246312695865792	493127.071961572	2.77365471429715	0.00554325587493191
"projectpandas:typepr_post:author_groupnonmember:year2011"	0.070230962250101	0.0333463422335232	498598.384124198	2.10610692346033	0.0351955640770829
"projectscikit-image:typepr_post:author_groupnonmember:year2011"	0.0802442212292299	0.0319176485443945	503546.611348101	2.51410191191301	0.0119339035753983
"projectscikit-learn:typepr_post:author_groupnonmember:year2011"	0.0741736057202881	0.0194302533443301	481545.706294974	3.817428646237	0.00013486663321222
"projectscipy:typepr_post:author_groupnonmember:year2011"	0.13051360455141	0.0226286439662137	507407.384854456	5.76762817720219	0.00000000804413835785531
"projectmatplotlib:typeissue_reply:author_groupnonmember:year2011"	0.190365816662029	0.0187751618617881	456759.545475023	10.1392370443138	0.00000000000000000000000372165567142534
"projectmayavi:typeissue_reply:author_groupnonmember:year2011"	0.114189759495243	0.0346413966538683	462756.810906271	3.29633821165499	0.000979613836412672
"projectpandas:typeissue_reply:author_groupnonmember:year2011"	0.204882416979737	0.0187063121313314	321726.001880508	10.9525819702633	0.000000000000000000000000000653182132434986
"projectscikit-image:typeissue_reply:author_groupnonmember:year2011"	0.0836673306288215	0.0505801276599423	491991.914891477	1.65415420046643	0.098096823744459
"projectscikit-learn:typeissue_reply:author_groupnonmember:year2011"	0.155965503330251	0.0183797742023998	265774.435787671	8.48571378585744	0.0000000000000000215475618558337
"projectmatplotlib:typepr_reply:author_groupnonmember:year2011"	0.149995484063658	0.0172622026256984	499640.451599525	8.68924362180513	0.00000000000000000365930074788707
"projectmayavi:typepr_reply:author_groupnonmember:year2011"	0.29876478558244	0.0768917069962313	326396.658224818	3.88552676554682	0.000102128380330844
"projectnumpy:typepr_reply:author_groupnonmember:year2011"	0.181346719393503	0.0190045177832978	477915.543573418	9.54229523007844	0.00000000000000000000140325956247414
"projectpandas:typepr_reply:author_groupnonmember:year2011"	0.232757754329201	0.0429984504966087	502391.903771719	5.41316609414934	0.0000000619482479987388
"projectscikit-image:typepr_reply:author_groupnonmember:year2011"	0.180066875122406	0.0261892251055423	506643.319955331	6.87560912538415	0.00000000000617964931827247
"projectscikit-learn:typepr_reply:author_groupnonmember:year2011"	0.173193982845175	0.0113783465984013	456063.917949168	15.2213664215071	0.0000000000000000000000000000000000000000000000000002628292192015
"projectscipy:typepr_reply:author_groupnonmember:year2011"	0.161532990722337	0.0135556222102418	487583.664709721	11.9163095737718	0.00000000000000000000000000000000983503426439492
"projectmatplotlib:typeissue_post:author_groupmember:year2012"	0.0652874759689771	0.0199537400939688	496300.282391573	3.27194178442321	0.00106818855823497
"projectnumpy:typeissue_post:author_groupmember:year2012"	0.059664075494444	0.0129933306625186	506373.952072576	4.59190003272639	0.00000439334171032563
"projectpandas:typeissue_post:author_groupmember:year2012"	0.0364189851933092	0.00774995708389313	495115.347021969	4.69924991829946	0.00000261188785465317
"projectscikit-image:typeissue_post:author_groupmember:year2012"	0.0224645049876973	0.0463128907402868	490067.502960081	0.485059443032258	0.627634396924369
"projectscikit-learn:typeissue_post:author_groupmember:year2012"	0.0656363291085787	0.012421571136751	504391.753550873	5.28406015519117	0.000000126404011775948
"projectmatplotlib:typepr_post:author_groupmember:year2012"	0.125014292711333	0.0105820573716411	506972.349938494	11.8137984250926	0.0000000000000000000000000000000334493251327897
"projectnumpy:typepr_post:author_groupmember:year2012"	0.0400203100984247	0.0150819575356334	501219.261672476	2.6535222635305	0.00796590275923653
"projectpandas:typepr_post:author_groupmember:year2012"	0.0442049008231599	0.012692358370787	505078.395010299	3.48279646160187	0.000496247423556312
"projectscikit-image:typepr_post:author_groupmember:year2012"	0.0257730257239267	0.0165879339426896	501455.696684608	1.55372126588948	0.120251549279848
"projectscikit-learn:typepr_post:author_groupmember:year2012"	0.0780579662574216	0.0117433159631596	505306.627008561	6.64701235173272	0.0000000000299403900642874
"projectscipy:typepr_post:author_groupmember:year2012"	0.0769411866497053	0.0181005262858883	497275.034424866	4.25077069221411	0.0000213074958440602
"projectmatplotlib:typeissue_reply:author_groupmember:year2012"	0.123465891553224	0.00713597248403722	495301.662122277	17.3019012936794	0.000000000000000000000000000000000000000000000000000000000000000000476311375482074
"projectmayavi:typeissue_reply:author_groupmember:year2012"	-0.0211876455400304	0.21266954017822	489861.085645796	-0.0996270811620454	0.920640433892876
"projectnumpy:typeissue_reply:author_groupmember:year2012"	0.0773188245776937	0.0101110010979031	507157.362692859	7.64699991910082	0.0000000000000206081283162595
"projectpandas:typeissue_reply:author_groupmember:year2012"	0.0939207656754509	0.00608170975078356	453852.139524003	15.4431516011349	0.00000000000000000000000000000000000000000000000000000865904285515171
"projectscikit-image:typeissue_reply:author_groupmember:year2012"	0.124913494589428	0.0192964601939056	497695.525868493	6.47338907417224	0.0000000000959173293985539
"projectscikit-learn:typeissue_reply:author_groupmember:year2012"	0.125251876750711	0.00502152914271172	408078.310366478	24.9429751756997	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000322786183702267
"projectmatplotlib:typepr_reply:author_groupmember:year2012"	0.139550294184265	0.00549926796214082	437291.991680286	25.3761582714254	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000586381675797908
"projectnumpy:typepr_reply:author_groupmember:year2012"	0.0963482541559329	0.00650396607407717	487337.488346723	14.8137694844301	0.00000000000000000000000000000000000000000000000012236684758121
"projectpandas:typepr_reply:author_groupmember:year2012"	0.212627320845065	0.00844256797051623	505283.07655513	25.1851476455527	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000711343942492672
"projectscikit-image:typepr_reply:author_groupmember:year2012"	0.15514286432694	0.00828692771649983	503268.93536603	18.7213970767526	0.00000000000000000000000000000000000000000000000000000000000000000000000000000352307319634649
"projectscikit-learn:typepr_reply:author_groupmember:year2012"	0.156241460988601	0.00401177872225231	287263.524266581	38.945682652428	0
"projectscipy:typepr_reply:author_groupmember:year2012"	0.151661991842913	0.00649601282830375	492930.711370843	23.3469353973729	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000172212493642466
"projectmatplotlib:typeissue_post:author_groupnonmember:year2012"	0.082417091638637	0.0152759966566661	382319.4043166	5.39520225691278	0.0000000684869093978491
"projectmayavi:typeissue_post:author_groupnonmember:year2012"	0.107823590613921	0.0500138760815683	423696.941845232	2.15587351074469	0.0310941045377318
"projectnumpy:typeissue_post:author_groupnonmember:year2012"	0.0671960999726356	0.0259331360880519	458145.322893969	2.59112896120553	0.00956646679900995
"projectpandas:typeissue_post:author_groupnonmember:year2012"	0.0765601769745763	0.0105138334895585	318806.670733922	7.2818517670657	0.000000000000330022695420016
"projectscikit-image:typeissue_post:author_groupnonmember:year2012"	0.0716330017022295	0.0385813102695855	448352.259328315	1.85667623006312	0.0633578867020901
"projectscikit-learn:typeissue_post:author_groupnonmember:year2012"	0.12527337169152	0.0183462686731104	360751.837527036	6.82827521626396	0.00000000000860766668767511
"projectmatplotlib:typepr_post:author_groupnonmember:year2012"	0.0841924554308859	0.016498808574162	464704.076701313	5.10294152771343	0.000000334545597319236
"projectmayavi:typepr_post:author_groupnonmember:year2012"	0.147676907806667	0.0566587090351705	498875.193369804	2.60642909662834	0.00914944835418142
"projectnumpy:typepr_post:author_groupnonmember:year2012"	0.0524229921128401	0.0186990827824787	507580.141296788	2.80350607153636	0.00505521982528608
"projectpandas:typepr_post:author_groupnonmember:year2012"	0.0439534795575726	0.020113620956764	447949.621601926	2.18525941460537	0.0288703475115486
"projectscikit-image:typepr_post:author_groupnonmember:year2012"	0.0696932486653812	0.027438922264962	503071.319186381	2.53994118254329	0.011087409398198
"projectscikit-learn:typepr_post:author_groupnonmember:year2012"	0.0815261206154278	0.0175849593944786	467921.753818339	4.63612788557395	0.00000355092030430289
"projectscipy:typepr_post:author_groupnonmember:year2012"	0.0728505936319976	0.01990393818091	471306.667255255	3.66010952053041	0.000252134971068241
"projectmatplotlib:typeissue_reply:author_groupnonmember:year2012"	0.148484478118665	0.0119966271724683	326833.676119936	12.3771853525155	0.0000000000000000000000000000000000353682159743382
"projectmayavi:typeissue_reply:author_groupnonmember:year2012"	0.113254483465697	0.0291728183440908	441823.543239659	3.88219205048585	0.000103534102181142
"projectnumpy:typeissue_reply:author_groupnonmember:year2012"	0.136742058663206	0.0192324090523418	472914.66487967	7.10998077729402	0.00000000000116222158190108
"projectpandas:typeissue_reply:author_groupnonmember:year2012"	0.199370524637033	0.0094095942997174	239871.982883547	21.1880043162988	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015211097586387
"projectscikit-image:typeissue_reply:author_groupnonmember:year2012"	0.14847576751311	0.0360033303090162	412147.043535408	4.12394537501791	0.0000372510135830262
"projectscikit-learn:typeissue_reply:author_groupnonmember:year2012"	0.193321182287511	0.0125347853324799	231726.159485113	15.4227756726381	0.000000000000000000000000000000000000000000000000000012235028701237
"projectmatplotlib:typepr_reply:author_groupnonmember:year2012"	0.196210445438511	0.011778049528672	423472.041454518	16.6589930667946	0.0000000000000000000000000000000000000000000000000000000000000272566762339694
"projectmayavi:typepr_reply:author_groupnonmember:year2012"	0.278299928255503	0.0403731602803482	507653.970731992	6.89319157388248	0.00000000000546175460838692
"projectnumpy:typepr_reply:author_groupnonmember:year2012"	0.137466036400729	0.0119497189636314	496532.80664068	11.5037045489607	0.00000000000000000000000000000127508510756665
"projectpandas:typepr_reply:author_groupnonmember:year2012"	0.198666473406051	0.0213670030448032	491578.84802143	9.29781649721671	0.0000000000000000000143917823491037
"projectscikit-image:typepr_reply:author_groupnonmember:year2012"	0.124846495969364	0.0169312714446735	437380.181871134	7.37372242700888	0.000000000000166219325843906
"projectscikit-learn:typepr_reply:author_groupnonmember:year2012"	0.164837337696568	0.0101939469131849	300124.937984905	16.1701192973024	0.0000000000000000000000000000000000000000000000000000000000867762275800523
"projectscipy:typepr_reply:author_groupnonmember:year2012"	0.151892049868278	0.0123019226185582	461710.510617308	12.3470171759283	0.0000000000000000000000000000000000511995812078623
"projectmatplotlib:typeissue_post:author_groupmember:year2013"	0.073728993978276	0.0197743642723913	497186.64648765	3.72851399734835	0.000192633562715167
"projectmayavi:typeissue_post:author_groupmember:year2013"	-0.0211876455400305	0.151494475947727	491224.784594932	-0.139857545349318	0.888772602764783
"projectnumpy:typeissue_post:author_groupmember:year2013"	0.0569422762831878	0.0151893488655146	499130.966499299	3.74882931370862	0.000177681964279354
"projectpandas:typeissue_post:author_groupmember:year2013"	0.0644822345216935	0.00672646945365239	490584.072300283	9.58634168578294	0.000000000000000000000916657598670187
"projectscikit-image:typeissue_post:author_groupmember:year2013"	0.032175742902716	0.0254134421961996	494723.116154249	1.2660914902558	0.205480925076116
"projectscikit-learn:typeissue_post:author_groupmember:year2013"	0.0641350364209104	0.0133473727329125	502932.748351712	4.80506821112168	0.0000015474324771593
"projectscipy:typeissue_post:author_groupmember:year2013"	0.0711291378763118	0.0202788256776335	495003.456944577	3.50755704531567	0.000452281438457604
"projectmatplotlib:typepr_post:author_groupmember:year2013"	0.0808718773034709	0.0106501317840646	507196.906193522	7.59350953989853	0.0000000000000311883484372581
"projectmayavi:typepr_post:author_groupmember:year2013"	-0.0786496221444156	0.212010637218537	490010.606380687	-0.370970170064368	0.710659910155986
"projectnumpy:typepr_post:author_groupmember:year2013"	0.0513400993652087	0.00947628560932088	507467.953900956	5.41774504081119	0.0000000603827433164693
"projectpandas:typepr_post:author_groupmember:year2013"	0.0634008910614021	0.00699603693122405	496780.361971946	9.06240085418035	0.000000000000000000128054620389896
"projectscikit-image:typepr_post:author_groupmember:year2013"	0.040816508598947	0.0146188251423954	503568.041158999	2.79205122172075	0.00523770378965934
"projectscikit-learn:typepr_post:author_groupmember:year2013"	0.062709808266954	0.0107021145524963	506821.06590762	5.85957176587375	0.0000000046434776587723
"projectscipy:typepr_post:author_groupmember:year2013"	0.0767535986884914	0.0110667421435668	505733.028581796	6.93551884491219	0.00000000000405215187054409
"projectmatplotlib:typeissue_reply:author_groupmember:year2013"	0.11979693884324	0.00661680017001575	485607.163987714	18.1049655067571	0.000000000000000000000000000000000000000000000000000000000000000000000000307851012333962
"projectmayavi:typeissue_reply:author_groupmember:year2013"	0.0368749079489087	0.088424629858303	496757.279917807	0.41702077812482	0.67666338996828
"projectnumpy:typeissue_reply:author_groupmember:year2013"	0.0781586420586594	0.00586609729235801	478086.112820945	13.3237889116636	0.000000000000000000000000000000000000000171170599923983
"projectpandas:typeissue_reply:author_groupmember:year2013"	0.0967647898248461	0.00346519682183006	209826.642294919	27.9247600642039	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000275637578371534
"projectscikit-image:typeissue_reply:author_groupmember:year2013"	0.0803924600357274	0.0110005842906105	507466.064115401	7.30801727544111	0.00000000000027150831611834
"projectscikit-learn:typeissue_reply:author_groupmember:year2013"	0.112152873236518	0.00489930902673541	399594.12927369	22.891569530418	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000669752646152099
"projectscipy:typeissue_reply:author_groupmember:year2013"	0.0930197278014943	0.00627932924267771	488533.474088917	14.8136407897331	0.00000000000000000000000000000000000000000000000012259382845843
"projectmatplotlib:typepr_reply:author_groupmember:year2013"	0.139633754574279	0.00514355679689039	410172.68075362	27.147314608968	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000379452493502957
"projectmayavi:typepr_reply:author_groupmember:year2013"	0.181280570565564	0.077216807815179	498908.291056959	2.34768278688061	0.018890990203003
"projectnumpy:typepr_reply:author_groupmember:year2013"	0.120415245187701	0.00486168336535758	418006.623897788	24.7682204163546	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000247250614273661
"projectpandas:typepr_reply:author_groupmember:year2013"	0.113477720660734	0.00356073325740046	225019.966592909	31.8692000937974	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022420342237169
"projectscikit-image:typepr_reply:author_groupmember:year2013"	0.14479624469041	0.00660406767999793	460961.848880357	21.9253120510805	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000168982912878938
"projectscikit-learn:typepr_reply:author_groupmember:year2013"	0.150271115155524	0.00390679812355941	269789.509987267	38.4640082243654	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000790505033345994
"projectscipy:typepr_reply:author_groupmember:year2013"	0.175178487731334	0.0050932929777186	436026.965766957	34.3939546571696	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000692546093606109
"projectmatplotlib:typeissue_post:author_groupnonmember:year2013"	0.091292590798899	0.0133328177865234	364725.92551939	6.84720906417667	0.00000000000754229705597236
"projectmayavi:typeissue_post:author_groupnonmember:year2013"	0.101323286417571	0.0442263926486025	394397.58262015	2.29101403821531	0.0219631265790323
"projectnumpy:typeissue_post:author_groupnonmember:year2013"	0.0749912139350681	0.0126613701120085	422441.053231723	5.92283562297445	0.00000000316680625804618
"projectpandas:typeissue_post:author_groupnonmember:year2013"	0.0529427265838732	0.00923625230754426	305263.099979299	5.7320572046986	0.00000000993128283520530
"projectscikit-image:typeissue_post:author_groupnonmember:year2013"	0.0919149718072919	0.0318866220910604	446121.428438775	2.88255593661835	0.00394481921060758
"projectscikit-learn:typeissue_post:author_groupnonmember:year2013"	0.0811967077058691	0.0148577285181448	293668.166268887	5.46494759321446	0.0000000463418545554777
"projectscipy:typeissue_post:author_groupnonmember:year2013"	0.0651658112202355	0.0172846856793506	368988.467181338	3.77014731011782	0.000163176625078184
"projectmatplotlib:typepr_post:author_groupnonmember:year2013"	0.0544376761247217	0.0154531199564012	442091.597974944	3.52276279989478	0.000427116443869048
"projectmayavi:typepr_post:author_groupnonmember:year2013"	0.0563129626886936	0.0694084531102268	484616.801320708	0.81132715347025	0.417178219011591
"projectnumpy:typepr_post:author_groupnonmember:year2013"	0.0487546459211737	0.0163956446222056	467727.333751065	2.97363397686374	0.00294310900516683
"projectpandas:typepr_post:author_groupnonmember:year2013"	0.0583939894278295	0.0147453007700408	482881.126734666	3.96017621739349	0.0000749052049268563
"projectscikit-image:typepr_post:author_groupnonmember:year2013"	0.0631834784485012	0.0244419832606471	488393.51280921	2.58503893790935	0.0097370871495471
"projectscikit-learn:typepr_post:author_groupnonmember:year2013"	0.0744890956465183	0.0147223875163612	464654.116490707	5.0595798788571	0.000000420340808419649
"projectscipy:typepr_post:author_groupnonmember:year2013"	0.0517108231060704	0.0163945351706206	472103.452797305	3.15414999985711	0.00160976415181435
"projectmatplotlib:typeissue_reply:author_groupnonmember:year2013"	0.150002707703543	0.0113389318765325	289881.582774311	13.2289980517473	0.000000000000000000000000000000000000000612926982871306
"projectmayavi:typeissue_reply:author_groupnonmember:year2013"	0.16338759856374	0.0326520622964883	461008.541032369	5.00389828612178	0.000000562030163718031
"projectnumpy:typeissue_reply:author_groupnonmember:year2013"	0.155116118117357	0.00956155616595245	297564.117366462	16.2228946235453	0.0000000000000000000000000000000000000000000000000000000000368395407388219
"projectpandas:typeissue_reply:author_groupnonmember:year2013"	0.185729170081406	0.0068985121407022	210962.624876448	26.9230764972606	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000219851385175872
"projectscikit-image:typeissue_reply:author_groupnonmember:year2013"	0.132136260552429	0.0241106858187564	296674.434920555	5.48040240521223	0.0000000424703448508554
"projectscikit-learn:typeissue_reply:author_groupnonmember:year2013"	0.146345930178378	0.0110160932038045	235303.309477573	13.2847396505175	0.000000000000000000000000000000000000000293498952405813
"projectscipy:typeissue_reply:author_groupnonmember:year2013"	0.130273508742164	0.0120946768899933	299009.443894109	10.7711441923635	0.00000000000000000000000000476532093753999
"projectmatplotlib:typepr_reply:author_groupnonmember:year2013"	0.154233418984275	0.0118972435850645	322134.012346493	12.9637943345041	0.0000000000000000000000000000000000000200693310991417
"projectmayavi:typepr_reply:author_groupnonmember:year2013"	0.355952968102597	0.0550797983799588	493558.095256828	6.46249584370506	0.00000000010308531884977
"projectnumpy:typepr_reply:author_groupnonmember:year2013"	0.134520974981358	0.0110259291610713	407772.23926196	12.2004207551328	0.000000000000000000000000000000000313507023771774
"projectpandas:typepr_reply:author_groupnonmember:year2013"	0.164987546364036	0.009255896307876	361951.995559562	17.8251290719026	0.0000000000000000000000000000000000000000000000000000000000000000000000483814909092229
"projectscikit-image:typepr_reply:author_groupnonmember:year2013"	0.14649110661251	0.0139745731887244	365767.266853076	10.4826891407824	0.000000000000000000000000104626231535586
"projectscikit-learn:typepr_reply:author_groupnonmember:year2013"	0.173747564623415	0.00960368136572983	340258.048547398	18.0917668971633	0.000000000000000000000000000000000000000000000000000000000000000000000000400506884019377
"projectscipy:typepr_reply:author_groupnonmember:year2013"	0.151409407672641	0.0111052536109492	454772.234778355	13.6340342127225	0.00000000000000000000000000000000000000000256165521291753
"projectmatplotlib:typeissue_post:author_groupmember:year2014"	0.0784974125012306	0.0162765985775347	500226.778120165	4.82271600711309	0.00000141658066145882
"projectnumpy:typeissue_post:author_groupmember:year2014"	0.0754997723295089	0.0182661785366867	496752.230812592	4.13330966725587	0.0000357634983324509
"projectpandas:typeissue_post:author_groupmember:year2014"	0.0609908925533317	0.00700897492821198	496181.428722928	8.70182775341882	0.00000000000000000327550607019727
"projectscikit-image:typeissue_post:author_groupmember:year2014"	0.0163668736326922	0.025808924848239	493821.391734152	0.634155577147528	0.525979589034989
"projectscikit-learn:typeissue_post:author_groupmember:year2014"	0.0594519200390154	0.0156097895087838	499689.255804968	3.80863047548213	0.000139755300187696
"projectscipy:typeissue_post:author_groupmember:year2014"	0.0730203949670523	0.0160656305890499	498735.667813109	4.54513095905629	0.00000549139718822646
"projectmatplotlib:typepr_post:author_groupmember:year2014"	0.0841574865536525	0.0103906729475916	507184.262282256	8.09932975256993	0.000000000000000553836952295695
"projectmayavi:typepr_post:author_groupmember:year2014"	-0.0243682027853094	0.0510436476591297	507512.797384228	-0.477399322008501	0.633078002489257
"projectnumpy:typepr_post:author_groupmember:year2014"	0.0663223917619192	0.00981061460381624	507009.700138309	6.76026879458911	0.0000000000137884035059543
"projectpandas:typepr_post:author_groupmember:year2014"	0.0636071437937881	0.00679970915809104	493187.007462165	9.35439182984779	0.00000000000000000000844164411219999
"projectscikit-image:typepr_post:author_groupmember:year2014"	0.0511296759226621	0.0146619085931877	502224.814649197	3.48724557909318	0.000488064701792295
"projectscikit-learn:typepr_post:author_groupmember:year2014"	0.0541001160915018	0.0104426751412528	507164.145353365	5.18067596278894	0.000000221167543365764
"projectscipy:typepr_post:author_groupmember:year2014"	0.0704640309659188	0.0102536990491062	506525.513146707	6.87205959804928	0.00000000000633541212073448
"projectmatplotlib:typeissue_reply:author_groupmember:year2014"	0.106522836491349	0.00522467260335698	427296.348984348	20.3884232713272	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000234502390426749
