"t_stats" "p_value" "p_val_adjusted"
"issue_post:nonmember:sphinx-galleryTRUE:year2014-issue_post:nonmember:sphinx-galleryFALSE:year2014" 1.37251639589915 0.169902738323958 0.36353063380126
"pr_post:nonmember:sphinx-galleryTRUE:year2014-pr_post:nonmember:sphinx-galleryFALSE:year2014" 1.74114257844386 0.0816585895063384 0.225510639625062
"issue_reply:nonmember:sphinx-galleryTRUE:year2014-issue_reply:nonmember:sphinx-galleryFALSE:year2014" 0.116568195096878 0.907202242493538 0.955363405974937
"pr_reply:nonmember:sphinx-galleryTRUE:year2014-pr_reply:nonmember:sphinx-galleryFALSE:year2014" -0.253791881160184 0.799656346036144 0.893520285690525
"issue_post:member:sphinx-galleryTRUE:year2015-issue_post:member:sphinx-galleryFALSE:year2015" -0.506991181985431 0.612161005773339 0.79230647886195
"pr_post:member:sphinx-galleryTRUE:year2015-pr_post:member:sphinx-galleryFALSE:year2015" 1.39847194936285 0.161971390383164 0.348128553990963
"issue_reply:member:sphinx-galleryTRUE:year2015-issue_reply:member:sphinx-galleryFALSE:year2015" -0.181437682463111 0.856024043355717 0.926221914792632
"pr_reply:member:sphinx-galleryTRUE:year2015-pr_reply:member:sphinx-galleryFALSE:year2015" 1.26823267853485 0.204714870319274 0.398522800826455
"issue_post:nonmember:sphinx-galleryTRUE:year2015-issue_post:nonmember:sphinx-galleryFALSE:year2015" -0.153447043067054 0.878045749123341 0.939967829446064
"pr_post:nonmember:sphinx-galleryTRUE:year2015-pr_post:nonmember:sphinx-galleryFALSE:year2015" 1.58875911176044 0.11211478772992 0.275930177055501
"issue_reply:nonmember:sphinx-galleryTRUE:year2015-issue_reply:nonmember:sphinx-galleryFALSE:year2015" -0.296806341240559 0.766614363910536 0.879090456029246
"pr_reply:nonmember:sphinx-galleryTRUE:year2015-pr_reply:nonmember:sphinx-galleryFALSE:year2015" 0.76281905156877 0.445571317483727 0.655251937476069
"issue_post:member:sphinx-galleryTRUE:year2016-issue_post:member:sphinx-galleryFALSE:year2016" -1.99580290427268 0.0459553805685617 0.152648991399069
"pr_post:member:sphinx-galleryTRUE:year2016-pr_post:member:sphinx-galleryFALSE:year2016" -0.0626238435700231 0.950066042256495 0.97468978417243
"issue_reply:member:sphinx-galleryTRUE:year2016-issue_reply:member:sphinx-galleryFALSE:year2016" 1.82479797028854 0.0680315222823873 0.201968581775837
"pr_reply:member:sphinx-galleryTRUE:year2016-pr_reply:member:sphinx-galleryFALSE:year2016" -0.36865195804357 0.71238716215723 0.850210809107247
"issue_post:nonmember:sphinx-galleryTRUE:year2016-issue_post:nonmember:sphinx-galleryFALSE:year2016" -0.941140687397915 0.346632767234434 0.560396470102931
"pr_post:nonmember:sphinx-galleryTRUE:year2016-pr_post:nonmember:sphinx-galleryFALSE:year2016" -0.317641107648477 0.750757188383714 0.871906270127785
"issue_reply:nonmember:sphinx-galleryTRUE:year2016-issue_reply:nonmember:sphinx-galleryFALSE:year2016" 0.463867864195417 0.642742417937222 0.815137868854046
"pr_reply:nonmember:sphinx-galleryTRUE:year2016-pr_reply:nonmember:sphinx-galleryFALSE:year2016" -0.646715671395301 0.517815978620534 0.712763182999274
"issue_post:member:sphinx-galleryTRUE:year2017-issue_post:member:sphinx-galleryFALSE:year2017" -0.303201164804813 0.761736561386965 0.878215695773807
"pr_post:member:sphinx-galleryTRUE:year2017-pr_post:member:sphinx-galleryFALSE:year2017" -0.375948782352726 0.706954973171136 0.847988919839116
"issue_reply:member:sphinx-galleryTRUE:year2017-issue_reply:member:sphinx-galleryFALSE:year2017" 3.08873185979722 0.00201012773400366 0.015913511227529
"pr_reply:member:sphinx-galleryTRUE:year2017-pr_reply:member:sphinx-galleryFALSE:year2017" -0.66874073312421 0.503660878958441 0.70158040324123
"issue_post:nonmember:sphinx-galleryTRUE:year2017-issue_post:nonmember:sphinx-galleryFALSE:year2017" 0.294929872997393 0.76804745105713 0.879090456029246
"pr_post:nonmember:sphinx-galleryTRUE:year2017-pr_post:nonmember:sphinx-galleryFALSE:year2017" 1.49490351399384 0.134939625069018 0.312664984916017
"issue_reply:nonmember:sphinx-galleryTRUE:year2017-issue_reply:nonmember:sphinx-galleryFALSE:year2017" -0.00726565273077243 0.994202898866554 0.997141501156758
"pr_reply:nonmember:sphinx-galleryTRUE:year2017-pr_reply:nonmember:sphinx-galleryFALSE:year2017" -1.42595358819075 0.153881739416646 0.338397343624568
"issue_post:member:sphinx-galleryTRUE:year2018-issue_post:member:sphinx-galleryFALSE:year2018" 1.71291673570845 0.0867278589197689 0.23406666469824
"pr_post:member:sphinx-galleryTRUE:year2018-pr_post:member:sphinx-galleryFALSE:year2018" 0.216307679960202 0.828747923029162 0.909134557595501
"issue_reply:member:sphinx-galleryTRUE:year2018-issue_reply:member:sphinx-galleryFALSE:year2018" 3.57374428259501 0.000351912623309136 0.00428611528389333
"pr_reply:member:sphinx-galleryTRUE:year2018-pr_reply:member:sphinx-galleryFALSE:year2018" 2.23708326628057 0.0252808984309709 0.10129753178608
"issue_post:nonmember:sphinx-galleryTRUE:year2018-issue_post:nonmember:sphinx-galleryFALSE:year2018" -1.75737618729864 0.0788537094283697 0.222949476062355
"pr_post:nonmember:sphinx-galleryTRUE:year2018-pr_post:nonmember:sphinx-galleryFALSE:year2018" 0.743307752407369 0.457295379105961 0.664266987997955
"issue_reply:nonmember:sphinx-galleryTRUE:year2018-issue_reply:nonmember:sphinx-galleryFALSE:year2018" 2.28572981385742 0.0222700699499141 0.0952998488847675
"pr_reply:nonmember:sphinx-galleryTRUE:year2018-pr_reply:nonmember:sphinx-galleryFALSE:year2018" 0.934035555357297 0.350285552619892 0.562113640183949
"issue_post:nonmember:mayaviTRUE:year2011-issue_post:nonmember:mayaviFALSE:year2011" -0.644591865034752 0.519191708037366 0.712763182999274
"pr_post:nonmember:mayaviTRUE:year2011-pr_post:nonmember:mayaviFALSE:year2011" -1.28676524348934 0.198176124696998 0.393864682975205
