"t_stats" "p_value"
"pr_post:nonmember:mayaviTRUE:year2015-pr_post:nonmember:mayaviFALSE:year2015" 0.522238225681422 0.601504474089564
"issue_reply:nonmember:mayaviTRUE:year2015-issue_reply:nonmember:mayaviFALSE:year2015" -2.26945190594525 0.0232408587522133
"pr_reply:nonmember:mayaviTRUE:year2015-pr_reply:nonmember:mayaviFALSE:year2015" -0.324062627671117 0.745890620222916
"issue_post:member:mayaviTRUE:year2016-issue_post:member:mayaviFALSE:year2016" -1.35363320911705 0.175853426504056
"pr_post:member:mayaviTRUE:year2016-pr_post:member:mayaviFALSE:year2016" -0.454162075151513 0.64971217726333
"issue_reply:member:mayaviTRUE:year2016-issue_reply:member:mayaviFALSE:year2016" -0.424076923183108 0.67150971464517
"pr_reply:member:mayaviTRUE:year2016-pr_reply:member:mayaviFALSE:year2016" -2.31739896641061 0.0204820086022908
"issue_post:nonmember:mayaviTRUE:year2016-issue_post:nonmember:mayaviFALSE:year2016" -1.943950404796 0.0519014320708779
"pr_post:nonmember:mayaviTRUE:year2016-pr_post:nonmember:mayaviFALSE:year2016" 0.669756594014029 0.503012967897003
"issue_reply:nonmember:mayaviTRUE:year2016-issue_reply:nonmember:mayaviFALSE:year2016" -0.532583817978219 0.594321706268242
"pr_reply:nonmember:mayaviTRUE:year2016-pr_reply:nonmember:mayaviFALSE:year2016" 0.45442844341709 0.649520484027918
"issue_post:member:mayaviTRUE:year2017-issue_post:member:mayaviFALSE:year2017" 1.48888775844614 0.136516927637777
"pr_post:member:mayaviTRUE:year2017-pr_post:member:mayaviFALSE:year2017" -1.75999966244039 0.0784078638091337
"issue_reply:member:mayaviTRUE:year2017-issue_reply:member:mayaviFALSE:year2017" -2.6893157614391 0.00715986576007865
"pr_reply:member:mayaviTRUE:year2017-pr_reply:member:mayaviFALSE:year2017" -0.602173484335679 0.547058663818416
"issue_post:nonmember:mayaviTRUE:year2017-issue_post:nonmember:mayaviFALSE:year2017" -1.29247419741077 0.196192975981528
"pr_post:nonmember:mayaviTRUE:year2017-pr_post:nonmember:mayaviFALSE:year2017" -1.57855292955008 0.114438638517956
"issue_reply:nonmember:mayaviTRUE:year2017-issue_reply:nonmember:mayaviFALSE:year2017" -2.55914670164682 0.01049294510692
"pr_reply:nonmember:mayaviTRUE:year2017-pr_reply:nonmember:mayaviFALSE:year2017" -0.353428052433235 0.723767558276034
"issue_post:member:mayaviTRUE:year2018-issue_post:member:mayaviFALSE:year2018" -2.44154506831881 0.0146245627998571
"pr_post:member:mayaviTRUE:year2018-pr_post:member:mayaviFALSE:year2018" -2.60395264576653 0.00921554885988618
"issue_reply:member:mayaviTRUE:year2018-issue_reply:member:mayaviFALSE:year2018" -3.80711105973047 0.000140599615311876
"pr_reply:member:mayaviTRUE:year2018-pr_reply:member:mayaviFALSE:year2018" -1.72744380612786 0.0840879890473962
"issue_post:nonmember:mayaviTRUE:year2018-issue_post:nonmember:mayaviFALSE:year2018" -0.327679515378523 0.743153993362306
"pr_post:nonmember:mayaviTRUE:year2018-pr_post:nonmember:mayaviFALSE:year2018" -1.05076478979319 0.293366630900398
"issue_reply:nonmember:mayaviTRUE:year2018-issue_reply:nonmember:mayaviFALSE:year2018" -0.174197443913577 0.86171029428885
"pr_reply:nonmember:mayaviTRUE:year2018-pr_reply:nonmember:mayaviFALSE:year2018" 0.701539306465042 0.482966513554973
"issue_post:nonmember:sphinx-galleryTRUE:year2014-issue_post:nonmember:sphinx-galleryFALSE:year2014" 1.34879525587792 0.177402738948745
"pr_post:nonmember:sphinx-galleryTRUE:year2014-pr_post:nonmember:sphinx-galleryFALSE:year2014" 1.73579538804957 0.0826000198827632
"issue_reply:nonmember:sphinx-galleryTRUE:year2014-issue_reply:nonmember:sphinx-galleryFALSE:year2014" 0.057876954674438 0.95384663985018
"pr_reply:nonmember:sphinx-galleryTRUE:year2014-pr_reply:nonmember:sphinx-galleryFALSE:year2014" -0.282582049183142 0.777497242387772
"issue_post:member:sphinx-galleryTRUE:year2015-issue_post:member:sphinx-galleryFALSE:year2015" -0.440217216352218 0.659779791603947
"pr_post:member:sphinx-galleryTRUE:year2015-pr_post:member:sphinx-galleryFALSE:year2015" 1.49549131350601 0.134786265247311
"issue_reply:member:sphinx-galleryTRUE:year2015-issue_reply:member:sphinx-galleryFALSE:year2015" -0.333615856526531 0.738669451377783
"pr_reply:member:sphinx-galleryTRUE:year2015-pr_reply:member:sphinx-galleryFALSE:year2015" 1.54300663056353 0.122829167150536
"issue_post:nonmember:sphinx-galleryTRUE:year2015-issue_post:nonmember:sphinx-galleryFALSE:year2015" -0.18363381335229 0.854300734960679
"pr_post:nonmember:sphinx-galleryTRUE:year2015-pr_post:nonmember:sphinx-galleryFALSE:year2015" 1.4374783283799 0.150582126347298
"issue_reply:nonmember:sphinx-galleryTRUE:year2015-issue_reply:nonmember:sphinx-galleryFALSE:year2015" -0.0226251274938948 0.981949300114259
"pr_reply:nonmember:sphinx-galleryTRUE:year2015-pr_reply:nonmember:sphinx-galleryFALSE:year2015" 0.27326278391201 0.784651221101424
"issue_post:member:sphinx-galleryTRUE:year2016-issue_post:member:sphinx-galleryFALSE:year2016" -2.08253018246754 0.0372940689409667
"pr_post:member:sphinx-galleryTRUE:year2016-pr_post:member:sphinx-galleryFALSE:year2016" 0.139054359207426 0.889407193819381
"issue_reply:member:sphinx-galleryTRUE:year2016-issue_reply:member:sphinx-galleryFALSE:year2016" 1.35161742096702 0.176497734396508
"pr_reply:member:sphinx-galleryTRUE:year2016-pr_reply:member:sphinx-galleryFALSE:year2016" -0.309134354910581 0.75721932676035
"issue_post:nonmember:sphinx-galleryTRUE:year2016-issue_post:nonmember:sphinx-galleryFALSE:year2016" -0.790725966369435 0.429103920070089
"pr_post:nonmember:sphinx-galleryTRUE:year2016-pr_post:nonmember:sphinx-galleryFALSE:year2016" -0.791578106209158 0.428606717012981
"issue_reply:nonmember:sphinx-galleryTRUE:year2016-issue_reply:nonmember:sphinx-galleryFALSE:year2016" 1.22224182450292 0.221616191728951
"pr_reply:nonmember:sphinx-galleryTRUE:year2016-pr_reply:nonmember:sphinx-galleryFALSE:year2016" -1.10741756596364 0.268113434691936
"issue_post:member:sphinx-galleryTRUE:year2017-issue_post:member:sphinx-galleryFALSE:year2017" -0.177319814268943 0.859257187867508
"pr_post:member:sphinx-galleryTRUE:year2017-pr_post:member:sphinx-galleryFALSE:year2017" -0.222640913834037 0.823814990921044
"issue_reply:member:sphinx-galleryTRUE:year2017-issue_reply:member:sphinx-galleryFALSE:year2017" 2.67152708572284 0.00755069784706253
"pr_reply:member:sphinx-galleryTRUE:year2017-pr_reply:member:sphinx-galleryFALSE:year2017" -1.08668464777926 0.277176201080366
"issue_post:nonmember:sphinx-galleryTRUE:year2017-issue_post:nonmember:sphinx-galleryFALSE:year2017" 0.195742358572909 0.844811828330981
"pr_post:nonmember:sphinx-galleryTRUE:year2017-pr_post:nonmember:sphinx-galleryFALSE:year2017" 1.43657330303845 0.150839273893811
"issue_reply:nonmember:sphinx-galleryTRUE:year2017-issue_reply:nonmember:sphinx-galleryFALSE:year2017" 0.636766328096779 0.524277062034586
"pr_reply:nonmember:sphinx-galleryTRUE:year2017-pr_reply:nonmember:sphinx-galleryFALSE:year2017" -0.229884214887438 0.818181742565765
"issue_post:member:sphinx-galleryTRUE:year2018-issue_post:member:sphinx-galleryFALSE:year2018" 2.00950256267034 0.0444838631841384
"pr_post:member:sphinx-galleryTRUE:year2018-pr_post:member:sphinx-galleryFALSE:year2018" 0.139986192207686 0.888670899983513
"issue_reply:member:sphinx-galleryTRUE:year2018-issue_reply:member:sphinx-galleryFALSE:year2018" 3.50263203077367 0.00046068540264077
"pr_reply:member:sphinx-galleryTRUE:year2018-pr_reply:member:sphinx-galleryFALSE:year2018" 2.21800143120629 0.0265547348325339
"issue_post:nonmember:sphinx-galleryTRUE:year2018-issue_post:nonmember:sphinx-galleryFALSE:year2018" -2.16561719730032 0.0303404511390126
"pr_post:nonmember:sphinx-galleryTRUE:year2018-pr_post:nonmember:sphinx-galleryFALSE:year2018" 0.852752763669968 0.393796423903513
"issue_reply:nonmember:sphinx-galleryTRUE:year2018-issue_reply:nonmember:sphinx-galleryFALSE:year2018" 2.30050369772324 0.0214197000391951
"pr_reply:nonmember:sphinx-galleryTRUE:year2018-pr_reply:nonmember:sphinx-galleryFALSE:year2018" 0.869129754947807 0.38477616345444
"issue_post:member:matplotlibTRUE:year2011-issue_post:member:matplotlibFALSE:year2011" 2.0970852343073 0.0359860308423736
"pr_post:member:matplotlibTRUE:year2011-pr_post:member:matplotlibFALSE:year2011" -4.58421456595874 4.55696111889559e-06
"issue_reply:member:matplotlibTRUE:year2011-issue_reply:member:matplotlibFALSE:year2011" -4.03727399892271 5.40758975240418e-05
"pr_reply:member:matplotlibTRUE:year2011-pr_reply:member:matplotlibFALSE:year2011" -2.29835383759533 0.02154165858597
"issue_post:nonmember:matplotlibTRUE:year2011-issue_post:nonmember:matplotlibFALSE:year2011" -1.23315239743185 0.21751891157012
"pr_post:nonmember:matplotlibTRUE:year2011-pr_post:nonmember:matplotlibFALSE:year2011" -1.59410251170921 0.110913076457464
"issue_reply:nonmember:matplotlibTRUE:year2011-issue_reply:nonmember:matplotlibFALSE:year2011" 0.0804428710100514 0.935885031226372
"pr_reply:nonmember:matplotlibTRUE:year2011-pr_reply:nonmember:matplotlibFALSE:year2011" -1.03689904715316 0.299782908059764
"issue_post:member:matplotlibTRUE:year2012-issue_post:member:matplotlibFALSE:year2012" -2.35934349823506 0.0183073010689341
"pr_post:member:matplotlibTRUE:year2012-pr_post:member:matplotlibFALSE:year2012" 1.70560126770181 0.0880823431989619
"issue_reply:member:matplotlibTRUE:year2012-issue_reply:member:matplotlibFALSE:year2012" -0.787020977431298 0.431269586268671
"pr_reply:member:matplotlibTRUE:year2012-pr_reply:member:matplotlibFALSE:year2012" -1.52492363719141 0.127278145430319
"issue_post:nonmember:matplotlibTRUE:year2012-issue_post:nonmember:matplotlibFALSE:year2012" 1.41805701964975 0.156174118235527
"pr_post:nonmember:matplotlibTRUE:year2012-pr_post:nonmember:matplotlibFALSE:year2012" 0.100184909773375 0.920197525992826
"issue_reply:nonmember:matplotlibTRUE:year2012-issue_reply:nonmember:matplotlibFALSE:year2012" 0.10543225416159 0.91603282356255
"pr_reply:nonmember:matplotlibTRUE:year2012-pr_reply:nonmember:matplotlibFALSE:year2012" 1.3466819137289 0.178082699703569
"issue_post:member:matplotlibTRUE:year2013-issue_post:member:matplotlibFALSE:year2013" -3.16973828449964 0.00152576297131368
"pr_post:member:matplotlibTRUE:year2013-pr_post:member:matplotlibFALSE:year2013" -0.406184519726344 0.684607027505701
"issue_reply:member:matplotlibTRUE:year2013-issue_reply:member:matplotlibFALSE:year2013" -1.0176136975476 0.308861575245073
"pr_reply:member:matplotlibTRUE:year2013-pr_reply:member:matplotlibFALSE:year2013" -3.08186120671908 0.00205710728855113
"issue_post:nonmember:matplotlibTRUE:year2013-issue_post:nonmember:matplotlibFALSE:year2013" 1.51030397172902 0.130965878756801
"pr_post:nonmember:matplotlibTRUE:year2013-pr_post:nonmember:matplotlibFALSE:year2013" -1.41228142091205 0.157867114689372
"issue_reply:nonmember:matplotlibTRUE:year2013-issue_reply:nonmember:matplotlibFALSE:year2013" -0.903730968223693 0.366138073881623
"pr_reply:nonmember:matplotlibTRUE:year2013-pr_reply:nonmember:matplotlibFALSE:year2013" 0.16656722566276 0.867710583507181
"issue_post:member:matplotlibTRUE:year2014-issue_post:member:matplotlibFALSE:year2014" -0.0774035618924791 0.938302507305573
"pr_post:member:matplotlibTRUE:year2014-pr_post:member:matplotlibFALSE:year2014" 0.400425018749968 0.688843499967768
"issue_reply:member:matplotlibTRUE:year2014-issue_reply:member:matplotlibFALSE:year2014" -1.86631918068878 0.0619967228219935
"pr_reply:member:matplotlibTRUE:year2014-pr_reply:member:matplotlibFALSE:year2014" -2.78740678162991 0.00531317380320151
"issue_post:nonmember:matplotlibTRUE:year2014-issue_post:nonmember:matplotlibFALSE:year2014" -1.22666051477954 0.2199502142014
"pr_post:nonmember:matplotlibTRUE:year2014-pr_post:nonmember:matplotlibFALSE:year2014" 1.32448323494345 0.185342607337672
"issue_reply:nonmember:matplotlibTRUE:year2014-issue_reply:nonmember:matplotlibFALSE:year2014" -3.45951597499059 0.000541147176190693
"pr_reply:nonmember:matplotlibTRUE:year2014-pr_reply:nonmember:matplotlibFALSE:year2014" 0.178862932829216 0.858045328690203
"issue_post:member:matplotlibTRUE:year2015-issue_post:member:matplotlibFALSE:year2015" 2.56179806207347 0.0104131845569131
"pr_post:member:matplotlibTRUE:year2015-pr_post:member:matplotlibFALSE:year2015" -0.113957150701227 0.90927176088291
"issue_reply:member:matplotlibTRUE:year2015-issue_reply:member:matplotlibFALSE:year2015" -0.823219204889985 0.410383349534561
"pr_reply:member:matplotlibTRUE:year2015-pr_reply:member:matplotlibFALSE:year2015" -5.01897152103486 5.19488496442122e-07
"issue_post:nonmember:matplotlibTRUE:year2015-issue_post:nonmember:matplotlibFALSE:year2015" 2.6274867939736 0.0086018180624412
"pr_post:nonmember:matplotlibTRUE:year2015-pr_post:nonmember:matplotlibFALSE:year2015" -0.0628389310330571 0.94989476463078
"issue_reply:nonmember:matplotlibTRUE:year2015-issue_reply:nonmember:matplotlibFALSE:year2015" -1.18847857133012 0.234644917309329
"pr_reply:nonmember:matplotlibTRUE:year2015-pr_reply:nonmember:matplotlibFALSE:year2015" -1.69899717097056 0.0893197166561523
"issue_post:member:matplotlibTRUE:year2016-issue_post:member:matplotlibFALSE:year2016" 1.96378676719092 0.0495548253104476
"pr_post:member:matplotlibTRUE:year2016-pr_post:member:matplotlibFALSE:year2016" 1.77821641513966 0.0753683179465463
"issue_reply:member:matplotlibTRUE:year2016-issue_reply:member:matplotlibFALSE:year2016" 1.17684955383187 0.239255559883981
"pr_reply:member:matplotlibTRUE:year2016-pr_reply:member:matplotlibFALSE:year2016" -4.48870391585509 7.16578112269772e-06
"issue_post:nonmember:matplotlibTRUE:year2016-issue_post:nonmember:matplotlibFALSE:year2016" 1.43741271824322 0.150600757108409
"pr_post:nonmember:matplotlibTRUE:year2016-pr_post:nonmember:matplotlibFALSE:year2016" -0.66257683698336 0.507601609113539
"issue_reply:nonmember:matplotlibTRUE:year2016-issue_reply:nonmember:matplotlibFALSE:year2016" -0.246691978464223 0.80514661500027
"pr_reply:nonmember:matplotlibTRUE:year2016-pr_reply:nonmember:matplotlibFALSE:year2016" -2.85328049265175 0.00432704100572345
"issue_post:member:matplotlibTRUE:year2017-issue_post:member:matplotlibFALSE:year2017" -1.43543509793542 0.151163150468973
"pr_post:member:matplotlibTRUE:year2017-pr_post:member:matplotlibFALSE:year2017" 1.93339486631913 0.0531875731911651
"issue_reply:member:matplotlibTRUE:year2017-issue_reply:member:matplotlibFALSE:year2017" -1.46734328235866 0.142282695098761
"pr_reply:member:matplotlibTRUE:year2017-pr_reply:member:matplotlibFALSE:year2017" -2.41612016023821 0.0156868836431576
"issue_post:nonmember:matplotlibTRUE:year2017-issue_post:nonmember:matplotlibFALSE:year2017" -2.05099049993872 0.0402678719101823
"pr_post:nonmember:matplotlibTRUE:year2017-pr_post:nonmember:matplotlibFALSE:year2017" -0.622658029117842 0.533509269047296
"issue_reply:nonmember:matplotlibTRUE:year2017-issue_reply:nonmember:matplotlibFALSE:year2017" -1.73704767443906 0.0823787561871501
"pr_reply:nonmember:matplotlibTRUE:year2017-pr_reply:nonmember:matplotlibFALSE:year2017" -2.8026390290593 0.00506863647158817
"issue_post:member:matplotlibTRUE:year2018-issue_post:member:matplotlibFALSE:year2018" -2.64947602297632 0.00806166923976215
"pr_post:member:matplotlibTRUE:year2018-pr_post:member:matplotlibFALSE:year2018" 0.720543613949978 0.471190356589027
"issue_reply:member:matplotlibTRUE:year2018-issue_reply:member:matplotlibFALSE:year2018" 0.231958897392707 0.816569938277427
"pr_reply:member:matplotlibTRUE:year2018-pr_reply:member:matplotlibFALSE:year2018" -1.10764933728242 0.26801328713525
"issue_post:nonmember:matplotlibTRUE:year2018-issue_post:nonmember:matplotlibFALSE:year2018" -1.16946146686353 0.242217757442415
"pr_post:nonmember:matplotlibTRUE:year2018-pr_post:nonmember:matplotlibFALSE:year2018" -1.62461673258374 0.1042442495582
"issue_reply:nonmember:matplotlibTRUE:year2018-issue_reply:nonmember:matplotlibFALSE:year2018" -1.69235009100766 0.0905792423583329
"pr_reply:nonmember:matplotlibTRUE:year2018-pr_reply:nonmember:matplotlibFALSE:year2018" -0.388263370790625 0.697821141043241
"issue_post:member:scikit-imageTRUE:year2011-issue_post:member:scikit-imageFALSE:year2011" 0.274780449753228 0.783484918985264
"pr_post:member:scikit-imageTRUE:year2011-pr_post:member:scikit-imageFALSE:year2011" -1.56742742566149 0.117014817590949
"issue_reply:member:scikit-imageTRUE:year2011-issue_reply:member:scikit-imageFALSE:year2011" 0.40405653739659 0.686171144487808
"pr_reply:member:scikit-imageTRUE:year2011-pr_reply:member:scikit-imageFALSE:year2011" 0.262924759785312 0.792608571974854
"issue_post:nonmember:scikit-imageTRUE:year2011-issue_post:nonmember:scikit-imageFALSE:year2011" 0.187296145200122 0.851428445193725
"pr_post:nonmember:scikit-imageTRUE:year2011-pr_post:nonmember:scikit-imageFALSE:year2011" 0.563596170722243 0.573028993470977
"issue_reply:nonmember:scikit-imageTRUE:year2011-issue_reply:nonmember:scikit-imageFALSE:year2011" -0.423958910476467 0.671595779862684
"pr_reply:nonmember:scikit-imageTRUE:year2011-pr_reply:nonmember:scikit-imageFALSE:year2011" 1.26850829351719 0.204616490892503
"issue_post:member:scikit-imageTRUE:year2012-issue_post:member:scikit-imageFALSE:year2012" -2.03390874729701 0.0419607968562257
"pr_post:member:scikit-imageTRUE:year2012-pr_post:member:scikit-imageFALSE:year2012" -1.44641747046111 0.148060144628625
"issue_reply:member:scikit-imageTRUE:year2012-issue_reply:member:scikit-imageFALSE:year2012" 0.224118392460945 0.822665181358703
"pr_reply:member:scikit-imageTRUE:year2012-pr_reply:member:scikit-imageFALSE:year2012" 1.4255751045655 0.153991026638294
"issue_post:nonmember:scikit-imageTRUE:year2012-issue_post:nonmember:scikit-imageFALSE:year2012" -2.14804174783969 0.0317104391285914
"pr_post:nonmember:scikit-imageTRUE:year2012-pr_post:nonmember:scikit-imageFALSE:year2012" -0.0913874120221651 0.927184763644523
"issue_reply:nonmember:scikit-imageTRUE:year2012-issue_reply:nonmember:scikit-imageFALSE:year2012" -0.693654806622467 0.487898714254902
"pr_reply:nonmember:scikit-imageTRUE:year2012-pr_reply:nonmember:scikit-imageFALSE:year2012" -1.50944274036096 0.131185677670502
"issue_post:member:scikit-imageTRUE:year2013-issue_post:member:scikit-imageFALSE:year2013" -1.59426994802934 0.110875585608256
"pr_post:member:scikit-imageTRUE:year2013-pr_post:member:scikit-imageFALSE:year2013" 0.374385130954154 0.708117803722684
"issue_reply:member:scikit-imageTRUE:year2013-issue_reply:member:scikit-imageFALSE:year2013" -0.10797736562988 0.914013646829829
"pr_reply:member:scikit-imageTRUE:year2013-pr_reply:member:scikit-imageFALSE:year2013" 2.95219376150705 0.00315524871088169
"issue_post:nonmember:scikit-imageTRUE:year2013-issue_post:nonmember:scikit-imageFALSE:year2013" -0.618593179851606 0.536184395938105
"pr_post:nonmember:scikit-imageTRUE:year2013-pr_post:nonmember:scikit-imageFALSE:year2013" 2.32658800212521 0.0199872037188913
"issue_reply:nonmember:scikit-imageTRUE:year2013-issue_reply:nonmember:scikit-imageFALSE:year2013" -0.856664458793055 0.391630350827333
"pr_reply:nonmember:scikit-imageTRUE:year2013-pr_reply:nonmember:scikit-imageFALSE:year2013" 0.914051645541752 0.360689708895576
"issue_post:member:scikit-imageTRUE:year2014-issue_post:member:scikit-imageFALSE:year2014" -1.82098457968488 0.0686092009347152
"pr_post:member:scikit-imageTRUE:year2014-pr_post:member:scikit-imageFALSE:year2014" -1.16798505835946 0.242812791937885
"issue_reply:member:scikit-imageTRUE:year2014-issue_reply:member:scikit-imageFALSE:year2014" -1.24989435834147 0.211338140586362
"pr_reply:member:scikit-imageTRUE:year2014-pr_reply:member:scikit-imageFALSE:year2014" 1.74620226222152 0.0807758118757629
"issue_post:nonmember:scikit-imageTRUE:year2014-issue_post:nonmember:scikit-imageFALSE:year2014" 0.553940102723137 0.579619838610012
"pr_post:nonmember:scikit-imageTRUE:year2014-pr_post:nonmember:scikit-imageFALSE:year2014" 0.752518608938037 0.451739243271462
"issue_reply:nonmember:scikit-imageTRUE:year2014-issue_reply:nonmember:scikit-imageFALSE:year2014" 0.018084717174246 0.985571269887322
"pr_reply:nonmember:scikit-imageTRUE:year2014-pr_reply:nonmember:scikit-imageFALSE:year2014" 1.70949144662841 0.087359954754088
"issue_post:member:scikit-imageTRUE:year2015-issue_post:member:scikit-imageFALSE:year2015" -0.645756542047522 0.518437036335129
"pr_post:member:scikit-imageTRUE:year2015-pr_post:member:scikit-imageFALSE:year2015" 0.0885302183221528 0.929455267875684
"issue_reply:member:scikit-imageTRUE:year2015-issue_reply:member:scikit-imageFALSE:year2015" 2.11832707103813 0.0341473775094263
"pr_reply:member:scikit-imageTRUE:year2015-pr_reply:member:scikit-imageFALSE:year2015" 2.70622957486256 0.00680519826297665
"issue_post:nonmember:scikit-imageTRUE:year2015-issue_post:nonmember:scikit-imageFALSE:year2015" 1.1636866428852 0.244551024397295
"pr_post:nonmember:scikit-imageTRUE:year2015-pr_post:nonmember:scikit-imageFALSE:year2015" 1.2142128858835 0.224666441091286
"issue_reply:nonmember:scikit-imageTRUE:year2015-issue_reply:nonmember:scikit-imageFALSE:year2015" 1.12466063555584 0.260732868526238
"pr_reply:nonmember:scikit-imageTRUE:year2015-pr_reply:nonmember:scikit-imageFALSE:year2015" -1.37957315948915 0.167718106270985
"issue_post:member:scikit-imageTRUE:year2016-issue_post:member:scikit-imageFALSE:year2016" -2.66956835155595 0.00759488131891617
"pr_post:member:scikit-imageTRUE:year2016-pr_post:member:scikit-imageFALSE:year2016" 0.596793946163348 0.550644960271655
"issue_reply:member:scikit-imageTRUE:year2016-issue_reply:member:scikit-imageFALSE:year2016" 0.199785187673603 0.841648586311061
"pr_reply:member:scikit-imageTRUE:year2016-pr_reply:member:scikit-imageFALSE:year2016" 1.75993189430489 0.0784193547730929
"issue_post:nonmember:scikit-imageTRUE:year2016-issue_post:nonmember:scikit-imageFALSE:year2016" -1.08792417859726 0.27662858118211
"pr_post:nonmember:scikit-imageTRUE:year2016-pr_post:nonmember:scikit-imageFALSE:year2016" 5.05991479159812 4.19443876076286e-07
"issue_reply:nonmember:scikit-imageTRUE:year2016-issue_reply:nonmember:scikit-imageFALSE:year2016" -0.444559606201317 0.656638044287817
"pr_reply:nonmember:scikit-imageTRUE:year2016-pr_reply:nonmember:scikit-imageFALSE:year2016" 1.92085907008681 0.0547494770368855
"issue_post:member:scikit-imageTRUE:year2017-issue_post:member:scikit-imageFALSE:year2017" -1.34541287752724 0.178491938934279
"pr_post:member:scikit-imageTRUE:year2017-pr_post:member:scikit-imageFALSE:year2017" 2.40379324780615 0.0162259472557387
"issue_reply:member:scikit-imageTRUE:year2017-issue_reply:member:scikit-imageFALSE:year2017" 2.37860217683767 0.017378419877957
"pr_reply:member:scikit-imageTRUE:year2017-pr_reply:member:scikit-imageFALSE:year2017" 2.34032442469896 0.0192669951782696
"issue_post:nonmember:scikit-imageTRUE:year2017-issue_post:nonmember:scikit-imageFALSE:year2017" -1.27556303329537 0.20211002872347
"pr_post:nonmember:scikit-imageTRUE:year2017-pr_post:nonmember:scikit-imageFALSE:year2017" 8.70144021679189 0
"issue_reply:nonmember:scikit-imageTRUE:year2017-issue_reply:nonmember:scikit-imageFALSE:year2017" 0.876708221515404 0.380645140036745
"pr_reply:nonmember:scikit-imageTRUE:year2017-pr_reply:nonmember:scikit-imageFALSE:year2017" 5.53998976610491 3.02489322479005e-08
"issue_post:member:scikit-imageTRUE:year2018-issue_post:member:scikit-imageFALSE:year2018" 1.34392929782574 0.178971250922624
"pr_post:member:scikit-imageTRUE:year2018-pr_post:member:scikit-imageFALSE:year2018" 6.40855277807218 1.4690737515366e-10
"issue_reply:member:scikit-imageTRUE:year2018-issue_reply:member:scikit-imageFALSE:year2018" 2.49115683538479 0.0127327900816532
"pr_reply:member:scikit-imageTRUE:year2018-pr_reply:member:scikit-imageFALSE:year2018" 0.840542986206052 0.400604010310934
"issue_post:nonmember:scikit-imageTRUE:year2018-issue_post:nonmember:scikit-imageFALSE:year2018" -0.468675879816677 0.639301330246791
"pr_post:nonmember:scikit-imageTRUE:year2018-pr_post:nonmember:scikit-imageFALSE:year2018" 6.1754959641923 6.59560850380103e-10
"issue_reply:nonmember:scikit-imageTRUE:year2018-issue_reply:nonmember:scikit-imageFALSE:year2018" 2.31525502731127 0.0205989793895227
"pr_reply:nonmember:scikit-imageTRUE:year2018-pr_reply:nonmember:scikit-imageFALSE:year2018" 6.46081475713546 1.04140696066679e-10
"issue_post:member:pandasTRUE:year2010-issue_post:member:pandasFALSE:year2010" 0.579066434008669 0.56254434763667
"issue_reply:member:pandasTRUE:year2010-issue_reply:member:pandasFALSE:year2010" 0.399003491537657 0.689890631580948
"issue_post:nonmember:pandasTRUE:year2010-issue_post:nonmember:pandasFALSE:year2010" 0.00227941577922195 0.998181290917031
"issue_reply:nonmember:pandasTRUE:year2010-issue_reply:nonmember:pandasFALSE:year2010" 1.22363126630516 0.221091359233961
"issue_post:member:pandasTRUE:year2011-issue_post:member:pandasFALSE:year2011" -2.24814292399309 0.0245670777657352
"pr_post:member:pandasTRUE:year2011-pr_post:member:pandasFALSE:year2011" -0.274788343847051 0.783478853768526
"issue_reply:member:pandasTRUE:year2011-issue_reply:member:pandasFALSE:year2011" 1.77618162520574 0.0757029858499612
"pr_reply:member:pandasTRUE:year2011-pr_reply:member:pandasFALSE:year2011" 1.58999693507454 0.111835495900606
"issue_post:nonmember:pandasTRUE:year2011-issue_post:nonmember:pandasFALSE:year2011" 1.19941311098241 0.230367352037482
"pr_post:nonmember:pandasTRUE:year2011-pr_post:nonmember:pandasFALSE:year2011" 0.593159785520235 0.553074222814556
"issue_reply:nonmember:pandasTRUE:year2011-issue_reply:nonmember:pandasFALSE:year2011" 0.828272908861038 0.407515961658484
"pr_reply:nonmember:pandasTRUE:year2011-pr_reply:nonmember:pandasFALSE:year2011" 1.31721416280531 0.187766847884214
"issue_post:member:pandasTRUE:year2012-issue_post:member:pandasFALSE:year2012" 0.260166526795894 0.794735323146448
"pr_post:member:pandasTRUE:year2012-pr_post:member:pandasFALSE:year2012" -2.10147312622356 0.0355994546311329
"issue_reply:member:pandasTRUE:year2012-issue_reply:member:pandasFALSE:year2012" -1.86724510723497 0.0618673671371017
"pr_reply:member:pandasTRUE:year2012-pr_reply:member:pandasFALSE:year2012" -0.192546175940945 0.847314401348685
"issue_post:nonmember:pandasTRUE:year2012-issue_post:nonmember:pandasFALSE:year2012" 2.06457813443057 0.0389629339086182
"pr_post:nonmember:pandasTRUE:year2012-pr_post:nonmember:pandasFALSE:year2012" -0.102659572797368 0.918233160293018
"issue_reply:nonmember:pandasTRUE:year2012-issue_reply:nonmember:pandasFALSE:year2012" 2.87312396723821 0.00406434598869776
"pr_reply:nonmember:pandasTRUE:year2012-pr_reply:nonmember:pandasFALSE:year2012" 0.324673401317537 0.745428267645115
"issue_post:member:pandasTRUE:year2013-issue_post:member:pandasFALSE:year2013" 3.2274177052243 0.00124912966329238
"pr_post:member:pandasTRUE:year2013-pr_post:member:pandasFALSE:year2013" -1.42760564449887 0.153405398043985
