"Estimate"	"Std..Error"	"t.value"	"Pr...t.."
"projectmatplotlib:typeissue_post:author_groupmember"	0.0334868100489595	0.00520581670925178	6.43257569738227	0.000000000125570406500087
"projectmayavi:typeissue_post:author_groupmember"	0	0.0244241298679809	0	1
"projectnumpy:typeissue_post:author_groupmember"	0.0173671940149295	0.00500190281852765	3.47211744110648	0.000516413331963762
"projectpandas:typeissue_post:author_groupmember"	0.0100104814037203	0.00269087546259594	3.72015782330668	0.000199119756760513
"projectscikit-image:typeissue_post:author_groupmember"	0.00760307693484401	0.00951402927770399	0.799143739515467	0.424207443825555
"projectscikit-learn:typeissue_post:author_groupmember"	0.00899423988963292	0.00469310199983031	1.91648080309316	0.0553044852780298
"projectscipy:typeissue_post:author_groupmember"	0.00906613434739524	0.00767291078933222	1.18157692645144	0.237374166833032
"projectsphinx-gallery:typeissue_post:author_groupmember"	0.0147478123523392	0.0229506093054201	0.642589142452801	0.520491020320706
"projectmatplotlib:typepr_post:author_groupmember"	0.012567422680315	0.00295819415862283	4.24834274102066	0.0000215396047418876
"projectmayavi:typepr_post:author_groupmember"	0.0240199518015823	0.0156560594576953	1.53422717041203	0.124974398765635
"projectnumpy:typepr_post:author_groupmember"	0.00668960929699501	0.0035191416801684	1.90092070878911	0.0573129649590244
"projectpandas:typepr_post:author_groupmember"	0.00545245880181864	0.0026196301428082	2.08138496832751	0.0373991833178268
"projectscikit-image:typepr_post:author_groupmember"	0.0103397069107581	0.00584956917497952	1.76760144233944	0.0771281573810238
"projectscikit-learn:typepr_post:author_groupmember"	0.0159152159234376	0.00376171748246089	4.23083764201931	0.0000232863448284768
"projectscipy:typepr_post:author_groupmember"	0.012043589740072	0.00420062887495912	2.86709207087217	0.00414279517117635
"projectsphinx-gallery:typepr_post:author_groupmember"	-0.00000000000000000349384048926128	0.0173227235496066	-0.00000000000000020169117628969	1
"projectmatplotlib:typeissue_reply:author_groupmember"	0.0349248234650967	0.00152004762200427	22.9761376943219	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000926775796032643
"projectmayavi:typeissue_reply:author_groupmember"	0.086336962040478	0.00876149645142403	9.85413422457592	0.0000000000000000000000660935902848496
"projectnumpy:typeissue_reply:author_groupmember"	0.0311261700021688	0.00153250620711129	20.3106322556698	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000112656707748357
"projectpandas:typeissue_reply:author_groupmember"	0.042746987567424	0.000987442461159786	43.2906110977	0
"projectscikit-image:typeissue_reply:author_groupmember"	0.0657214747017665	0.00300915039350333	21.8405417169103	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106995474750028
"projectscikit-learn:typeissue_reply:author_groupmember"	0.05335975959901	0.00133301923442956	40.029249556811	0
"projectscipy:typeissue_reply:author_groupmember"	0.0455067454850658	0.00202983209962607	22.4189702652988	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000291239229059113
"projectsphinx-gallery:typeissue_reply:author_groupmember"	0.0290950668383187	0.00781835952166151	3.72137745235532	0.000198160373052845
"projectmatplotlib:typepr_reply:author_groupmember"	0.066378509414314	0.00123733739640057	53.6462484746762	0
"projectmayavi:typepr_reply:author_groupmember"	0.230141895230456	0.0106443078915375	21.6211234751509	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012664289901434
"projectnumpy:typepr_reply:author_groupmember"	0.0962384425235705	0.00131240971361298	73.3295719509969	0
"projectpandas:typepr_reply:author_groupmember"	0.100326687153963	0.000941590592352521	106.55022253706	0
"projectscikit-image:typepr_reply:author_groupmember"	0.125829965092916	0.00197542962157366	63.6975186150534	0
"projectscikit-learn:typepr_reply:author_groupmember"	0.102910945154407	0.000909222371713274	113.185672016064	0
"projectscipy:typepr_reply:author_groupmember"	0.122761027091917	0.00151199018517629	81.1916825224652	0
"projectsphinx-gallery:typepr_reply:author_groupmember"	0.0719591878240396	0.00557857218249107	12.8992124633416	0.0000000000000000000000000000000000000461036791219881
"projectmatplotlib:typeissue_post:author_groupnonmember"	0.0669388269432027	0.00406796635294399	16.4551083110014	0.000000000000000000000000000000000000000000000000000000000000799382624788466
"projectmayavi:typeissue_post:author_groupnonmember"	0.153899376286861	0.0117767115706187	13.0681111925012	0.00000000000000000000000000000000000000508269853579587
"projectnumpy:typeissue_post:author_groupnonmember"	0.0563501529514801	0.00446100755457272	12.6317098238757	0.00000000000000000000000000000000000142980146936628
"projectpandas:typeissue_post:author_groupnonmember"	0.0535799574095295	0.00283670836386688	18.8880739705267	0.000000000000000000000000000000000000000000000000000000000000000000000000000000152264793952885
"projectscikit-image:typeissue_post:author_groupnonmember"	0.0826413708216913	0.00888636968052676	9.29978987963875	0.0000000000000000000141254755485888
"projectscikit-learn:typeissue_post:author_groupnonmember"	0.099438379999942	0.00409197040892886	24.3008551046613	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000228070336094639
"projectscipy:typeissue_post:author_groupnonmember"	0.0764291430572198	0.00496812692236036	15.3838950275667	0.0000000000000000000000000000000000000000000000000000215849369321807
"projectsphinx-gallery:typeissue_post:author_groupnonmember"	0.0722028313082925	0.0227102821665444	3.1793013745403	0.00147639368517815
"projectmatplotlib:typepr_post:author_groupnonmember"	0.0218097937588592	0.00535441437480177	4.07323606882156	0.0000463714152592632
"projectmayavi:typepr_post:author_groupnonmember"	0.023630017519089	0.0237201161138657	0.996201595542614	0.319152679187702
"projectnumpy:typepr_post:author_groupnonmember"	0.01362460187976	0.00564096428929944	2.41529660196662	0.0157227518415849
"projectpandas:typepr_post:author_groupnonmember"	0.0186278505546735	0.00404037747777309	4.61042332236257	0.00000401947537599589
"projectscikit-image:typepr_post:author_groupnonmember"	0.0244819637020353	0.00868772823389123	2.81799373126452	0.00483266209044908
"projectscikit-learn:typepr_post:author_groupnonmember"	0.0236163952894082	0.00410029871552771	5.7596767767123	0.00000000843235652205649
"projectscipy:typepr_post:author_groupnonmember"	0.0284753264270067	0.00576648010283594	4.93807763474336	0.000000789214082466777
"projectsphinx-gallery:typepr_post:author_groupnonmember"	0.025672117798483	0.0302803762220475	0.847813699877045	0.396542131922534
"projectmatplotlib:typeissue_reply:author_groupnonmember"	0.139165451007596	0.0025736681510471	54.0728030344459	0
"projectmayavi:typeissue_reply:author_groupnonmember"	0.163302101552939	0.00779912613577001	20.9385126884881	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000262606420913804
"projectnumpy:typeissue_reply:author_groupnonmember"	0.129941759554143	0.00273111207684114	47.5783328908406	0
"projectpandas:typeissue_reply:author_groupnonmember"	0.137448663164674	0.00189368824924943	72.5825189120498	0
"projectscikit-image:typeissue_reply:author_groupnonmember"	0.127830886610081	0.0052859894004193	24.1829630986284	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000398032102380236
"projectscikit-learn:typeissue_reply:author_groupnonmember"	0.126876343747948	0.00223421108169815	56.7879842631135	0
"projectscipy:typeissue_reply:author_groupnonmember"	0.134724391713133	0.00323027903168805	41.7067350502939	0
"projectsphinx-gallery:typeissue_reply:author_groupnonmember"	0.12538320314425	0.0136948154235495	9.1555234054956	0.000000000000000000054286881859753
