"Estimate"	"Std..Error"	"df"	"t.value"	"Pr...t.."
"typeissue_post:author_groupmember"	0.0714938935948964	0.00951598658700644	11.4646440547457	7.51303009322412	0.00000928865476676039
"typepr_post:author_groupmember"	0.0685381576653284	0.00925071065715171	10.2373995556002	7.40896134421215	0.0000201197807521274
"typeissue_reply:author_groupmember"	0.168009065575916	0.0089495549294501	8.96699968821505	18.7728961831445	0.0000000166150386134765
"typepr_reply:author_groupmember"	0.210304030495211	0.00892822578572875	8.88107712102183	23.5549632751637	0.00000000259312032860647
"typeissue_post:author_groupnonmember"	0.0807628826929245	0.00893377760734546	8.93101842956789	9.04017160965818	0.00000867187434999567
"typepr_post:author_groupnonmember"	0.102375150792021	0.00930192908412495	10.4795198936438	11.0057978152875	0.000000434813588079708
"typeissue_reply:author_groupnonmember"	0.196364721143047	0.00860744622740323	7.69555467597451	22.8133543858673	0.0000000240316909943521
"typepr_reply:author_groupnonmember"	0.216449299709657	0.00881862446980353	8.46595648881578	24.5445647958836	0.00000000364445052821465
